137	317       -1.99829       -1.49872       0.750642              0
137	318       -1.99181       -1.49386       0.753071              0
137	319       -1.98537       -1.48903       0.755485              0
137	320       -1.97898       -1.48423       0.757883              0
137	321       -1.98514       -1.48886       0.755571              0
137	322       -1.99135       -1.49351       0.753244              0
137	323       -1.99759       -1.49819       0.750903              0
137	324       -2.00388       -1.50291       0.748547              0
137	325        -2.0102       -1.50765       0.746176              0
137	326       -2.01656       -1.51242        0.74379              0
137	327       -2.02296       -1.51722       0.741389              0
137	328       -2.02941       -1.52206       0.738972              0
137	329       -2.03589       -1.52692        0.73654              0
137	330       -2.04242       -1.53181       0.734093              0
137	331       -2.04899       -1.53674        0.73163              0
137	332        -2.0556        -1.5417       0.729151              0
137	333       -2.06225       -1.54669       0.726656              0
137	334       -2.06895       -1.55171       0.724144              0
137	335       -2.07569       -1.55677       0.721617              0
137	336       -2.08247       -1.56185       0.719073              0
137	337        -2.0893       -1.56698       0.716512              0
137	338       -2.09618       -1.57213       0.713934              0
137	339        -2.1031       -1.57732       0.711339              0
137	340       -2.11006       -1.58255       0.708727              0
137	341       -2.11707        -1.5878       0.706098              0
137	342       -2.12413        -1.5931       0.703451              0
137	343       -2.13124       -1.59843       0.700786              0
137	344       -2.13839       -1.60379       0.698104              0
137	345       -2.14559       -1.60919       0.695404              0
137	346       -2.15284       -1.61463       0.692685              0
137	347       -2.16014        -1.6201       0.689948              0
137	348       -2.16749       -1.62562       0.687192              0
137	349       -2.16749       -1.62562       0.687192              0
138	291       -2.18949       -1.64212       0.678939              0
138	292       -2.12965       -1.59724       0.701382              0
138	293       -2.12228       -1.59171       0.704146              0
138	294       -2.11496       -1.58622       0.706892              0
138	295       -2.10768       -1.58076       0.709618              0
138	296       -2.10046       -1.57535       0.712326              0
138	297       -2.09329       -1.56997       0.715016              0
138	298       -2.08617       -1.56463       0.717687              0
138	299       -2.07909       -1.55932        0.72034              0
138	300       -2.07207       -1.55405       0.722975              0
138	301       -2.06509       -1.54881       0.725593              0
138	302       -2.05815       -1.54362       0.728192              0
138	303       -2.05127       -1.53845       0.730775              0
138	304       -2.04443       -1.53332        0.73334              0
138	305       -2.03763       -1.52822       0.735888              0
138	306       -2.03088       -1.52316       0.738419              0
138	307       -2.02418       -1.51813       0.740934              0
138	308       -2.01752       -1.51314       0.743432              0
138	309        -2.0109       -1.50817       0.745913              0
138	310       -2.00432       -1.50324       0.748379              0
138	311       -1.99779       -1.49834       0.750828              0
138	312        -1.9913       -1.49348       0.753261              0
138	313       -1.98486       -1.48864       0.755679              0
138	314       -1.97845       -1.48384       0.758081              0
138	315       -1.97209       -1.47907       0.760467              0
138	316       -1.96576       -1.47432       0.762839              0
138	317       -1.95948       -1.46961       0.765195              0
138	318       -1.95324       -1.46493       0.767536              0
138	319       -1.94703       -1.46028       0.769862              0
138	320       -1.94087       -1.45565       0.772174              0
138	321       -1.94682       -1.46012       0.769942              0
138	322       -1.95281       -1.46461       0.767697              0
138	323       -1.95883       -1.46912       0.765438              0
138	324       -1.96489       -1.47367       0.763165              0
138	325       -1.97099       -1.47825       0.760877              0
138	326       -1.97713       -1.48285       0.758576              0
138	327       -1.98331       -1.48748        0.75626              0
138	328       -1.98952       -1.49214        0.75393              0
138	329       -1.99577       -1.49683       0.751585              0
138	330       -2.00207       -1.50155       0.749225              0
138	331        -2.0084        -1.5063        0.74685              0
138	332       -2.01477       -1.51108       0.744461              0
138	333       -2.02119       -1.51589       0.742056              0
138	334       -2.02764       -1.52073       0.739635              0
138	335       -2.03414        -1.5256       0.737199              0
138	336       -2.04067        -1.5305       0.734748              0
138	337       -2.04725       -1.53544        0.73228              0
138	338       -2.05387       -1.54041       0.729797              0
138	339       -2.06054        -1.5454       0.727298              0
138	340       -2.06725       -1.55044       0.724782              0
138	341         -2.074        -1.5555        0.72225              0
138	342        -2.0808        -1.5606       0.719701              0
138	343       -2.08764       -1.56573       0.717136              0
138	344       -2.09452       -1.57089       0.714553              0
138	345       -2.10146       -1.57609       0.711954              0
138	346       -2.10843       -1.58133       0.709337              0
138	347       -2.11546       -1.58659       0.706703              0
138	348       -2.12253        -1.5919       0.704051              0
138	349       -2.12965       -1.59724       0.701382              0
138	350       -2.15916       -1.61937       0.690316              0
138	351       -2.18949       -1.64212       0.678939              0
139	288       -2.21195       -1.65896       0.670518              0
139	289       -2.17087       -1.62815       0.685925              0
139	290       -2.13128       -1.59846       0.700771              0
139	291       -2.09311       -1.56983       0.715084              0
139	292       -2.08597       -1.56448        0.71776              0
139	293       -2.07889       -1.55916       0.720418              0
139	294       -2.07185       -1.55388       0.723058              0
139	295       -2.06485       -1.54864        0.72568              0
139	296       -2.05791       -1.54343       0.728284              0
139	297       -2.05101       -1.53826       0.730871              0
139	298       -2.04416       -1.53312        0.73344              0
139	299       -2.03735       -1.52801       0.735993              0
139	300       -2.03059       -1.52294       0.738528              0
139	301       -2.02387       -1.51791       0.741047              0
139	302        -2.0172        -1.5129       0.743549              0
139	303       -2.01057       -1.50793       0.746035              0
139	304       -2.00399       -1.50299       0.748504              0
139	305       -1.99745       -1.49809       0.750957              0
139	306       -1.99095       -1.49321       0.753395              0
139	307       -1.98449       -1.48837       0.755816              0
139	308       -1.97807       -1.48356       0.758222              0
139	309        -1.9717       -1.47878       0.760612              0
139	310       -1.96537       -1.47403       0.762987              0
139	311       -1.95907       -1.46931       0.765347              0
139	312       -1.95282       -1.46462       0.767692              0
139	313       -1.94661       -1.45996       0.770022              0
139	314       -1.94044       -1.45533       0.772337              0
139	315        -1.9343       -1.45073       0.774637              0
139	316       -1.92821       -1.44615       0.776923              0
139	317       -1.92215       -1.44161       0.779194              0
139	318       -1.91613        -1.4371       0.781452              0
139	319       -1.91015       -1.43261       0.783695              0
139	320        -1.9042       -1.42815       0.785924              0
139	321       -1.90995       -1.43246       0.783769              0
139	322       -1.91573        -1.4368       0.781602              0
139	323       -1.92154       -1.44116       0.779421              0
139	324        -1.9274       -1.44555       0.777227              0
139	325       -1.93328       -1.44996       0.775019              0
139	326       -1.93921        -1.4544       0.772798              0
139	327       -1.94516       -1.45887       0.770563              0
139	328       -1.95116       -1.46337       0.768315              0
139	329       -1.95719        -1.4679       0.766052              0
139	330       -1.96326       -1.47245       0.763776              0
139	331       -1.96937       -1.47703       0.761485              0
139	332       -1.97552       -1.48164        0.75918              0
139	333        -1.9817       -1.48628       0.756861              0
139	334       -1.98793       -1.49095       0.754527              0
139	335       -1.99419       -1.49564       0.752178              0
139	336       -2.00049       -1.50037       0.749815              0
139	337       -2.00684       -1.50513       0.747436              0
139	338       -2.01322       -1.50991       0.745043              0
139	339       -2.01964       -1.51473       0.742634              0
139	340       -2.02611       -1.51958       0.740209              0
139	341       -2.03261       -1.52446        0.73777              0
139	342       -2.03916       -1.52937       0.735314              0
139	343       -2.04575       -1.53432       0.732842              0
139	344       -2.05239       -1.53929       0.730355              0
139	345       -2.05906        -1.5443       0.727851              0
139	346       -2.06578       -1.54934       0.725331              0
139	347       -2.07255       -1.55441       0.722795              0
139	348       -2.07936       -1.55952       0.720241              0
139	349       -2.08621       -1.56466       0.717672              0
139	350       -2.09311       -1.56983       0.715084              0
139	351       -2.12161        -1.5912       0.704398              0
139	352       -2.15089       -1.61317       0.693416              0
139	353       -2.18099       -1.63575       0.682127              0
139	354       -2.21195       -1.65896       0.670518              0
140	286       -2.23488       -1.67616       0.661921              0
140	287       -2.18781       -1.64086       0.679571              0
140	288       -2.14269       -1.60701       0.696493              0
140	289       -2.09939       -1.57454        0.71273              0
140	290        -2.0578       -1.54335       0.728325              0
140	291       -2.05089       -1.53817       0.730916              0
140	292       -2.04403       -1.53302        0.73349              0
140	293       -2.03721       -1.52791       0.736047              0
140	294       -2.03044       -1.52283       0.738587              0
140	295       -2.02371       -1.51778       0.741109              0
140	296       -2.01702       -1.51277       0.743616              0
140	297       -2.01039       -1.50779       0.746105              0
140	298       -2.00379       -1.50284       0.748579              0
140	299       -1.99724       -1.49793       0.751036              0
140	300       -1.99073       -1.49305       0.753477              0
140	301       -1.98426       -1.48819       0.755903              0
140	302       -1.97783       -1.48338       0.758312              0
140	303       -1.97145       -1.47859       0.760707              0
140	304       -1.96511       -1.47383       0.763085              0
140	305        -1.9588        -1.4691       0.765449              0
140	306       -1.95254       -1.46441       0.767797              0
140	307       -1.94632       -1.45974        0.77013              0
140	308       -1.94014        -1.4551       0.772449              0
140	309       -1.93399       -1.45049       0.774753              0
140	310       -1.92789       -1.44592       0.777042              0
140	311       -1.92182       -1.44137       0.779317              0
140	312       -1.91579       -1.43684       0.781578              0
140	313        -1.9098       -1.43235       0.783824              0
140	314       -1.90385       -1.42789       0.786057              0
140	315       -1.89793       -1.42345       0.788275              0
140	316       -1.89205       -1.41904        0.79048              0
140	317       -1.88621       -1.41466       0.792671              0
140	318        -1.8804        -1.4103       0.794849              0
140	319       -1.87463       -1.40597       0.797013              0
140	320       -1.86889       -1.40167       0.799165              0
140	321       -1.87444       -1.40583       0.797083              0
140	322       -1.88003       -1.41002       0.794989              0
140	323       -1.88565       -1.41423       0.792883              0
140	324        -1.8913       -1.41847       0.790764              0
140	325       -1.89698       -1.42274       0.788632              0
140	326        -1.9027       -1.42703       0.786487              0
140	327       -1.90845       -1.43134       0.784329              0
140	328       -1.91424       -1.43568       0.782159              0
140	329       -1.92007       -1.44005       0.779975              0
140	330       -1.92593       -1.44445       0.777777              0
140	331       -1.93182       -1.44887       0.775567              0
140	332       -1.93775       -1.45332       0.773342              0
140	333       -1.94372       -1.45779       0.771104              0
140	334       -1.94973       -1.46229       0.768853              0
140	335       -1.95577       -1.46683       0.766587              0
140	336       -1.96185       -1.47139       0.764307              0
140	337       -1.96797       -1.47597       0.762013              0
140	338       -1.97412       -1.48059       0.759704              0
140	339       -1.98032       -1.48524       0.757381              0
140	340       -1.98655       -1.48991       0.755044              0
140	341       -1.99282       -1.49462       0.752692              0
140	342       -1.99914       -1.49935       0.750324              0
140	343       -2.00549       -1.50412       0.747942              0
140	344       -2.01188       -1.50891       0.745545              0
140	345       -2.01832       -1.51374       0.743132              0
140	346       -2.02479       -1.51859       0.740704              0
140	347       -2.03131       -1.52348        0.73826              0
140	348       -2.03787        -1.5284         0.7358              0
140	349       -2.04447       -1.53335       0.733324              0
140	350       -2.05111       -1.53833       0.730833              0
140	351        -2.0578       -1.54335       0.728325              0
140	352       -2.09093        -1.5682       0.715899              0
140	353       -2.12515       -1.59387       0.703067              0
140	354       -2.16051       -1.62038       0.689808              0
140	355       -2.19707        -1.6478       0.676101              0
140	356       -2.23488       -1.67616       0.661921              0
141	283       -2.25828       -1.69371       0.653145              0
141	284       -2.21547        -1.6616       0.669198              0
141	285       -2.17426       -1.63069       0.684654              0
141	286       -2.13455       -1.60091       0.699546              0
141	287       -2.09626       -1.57219       0.713903              0
141	288       -2.05932       -1.54449       0.727754              0
141	289       -2.02366       -1.51775       0.741126              0
141	290       -2.01697       -1.51273       0.743636              0
141	291       -2.01032       -1.50774        0.74613              0
141	292       -2.00371       -1.50278       0.748608              0
141	293       -1.99715       -1.49786       0.751069              0
141	294       -1.99063       -1.49297       0.753514              0
141	295       -1.98415       -1.48811       0.755943              0
141	296       -1.97771       -1.48329       0.758357              0
141	297       -1.97132       -1.47849       0.760755              0
141	298       -1.96497       -1.47373       0.763137              0
141	299       -1.95865       -1.46899       0.765504              0
141	300       -1.95238       -1.46429       0.767856              0
141	301       -1.94615       -1.45961       0.770193              0
141	302       -1.93996       -1.45497       0.772515              0
141	303       -1.93381       -1.45035       0.774823              0
141	304       -1.92769       -1.44577       0.777116              0
141	305       -1.92162       -1.44121       0.779394              0
141	306       -1.91558       -1.43668       0.781658              0
141	307       -1.90958       -1.43218       0.783908              0
141	308       -1.90362       -1.42771       0.786144              0
141	309       -1.89769       -1.42327       0.788365              0
141	310        -1.8918       -1.41885       0.790573              0
141	311       -1.88595       -1.41446       0.792768              0
141	312       -1.88014        -1.4101       0.794949              0
141	313       -1.87436       -1.40577       0.797116              0
141	314       -1.86861       -1.40146        0.79927              0
141	315        -1.8629       -1.39718       0.801411              0
141	316       -1.85723       -1.39292       0.803539              0
141	317       -1.85159       -1.38869       0.805654              0
141	318       -1.84598       -1.38449       0.807757              0
141	319       -1.84041       -1.38031       0.809846              0
141	320       -1.83487       -1.37615       0.811923              0
141	321       -1.84024       -1.38018       0.809911              0
141	322       -1.84563       -1.38422       0.807888              0
141	323       -1.85106        -1.3883       0.805852              0
141	324       -1.85652       -1.39239       0.803804              0
141	325       -1.86201       -1.39651       0.801745              0
141	326       -1.86754       -1.40065       0.799673              0
141	327        -1.8731       -1.40482       0.797589              0
141	328       -1.87869       -1.40902       0.795492              0
141	329       -1.88431       -1.41323       0.793383              0
141	330       -1.88997       -1.41748       0.791261              0
141	331       -1.89566       -1.42175       0.789126              0
141	332       -1.90139       -1.42604       0.786978              0
141	333       -1.90715       -1.43036       0.784818              0
141	334       -1.91295       -1.43471       0.782644              0
141	335       -1.91878       -1.43909       0.780457              0
141	336       -1.92465       -1.44349       0.778257              0
141	337       -1.93055       -1.44791       0.776043              0
141	338       -1.93649       -1.45237       0.773815              0
141	339       -1.94247       -1.45685       0.771574              0
141	340       -1.94848       -1.46136       0.769319              0
141	341       -1.95453        -1.4659        0.76705              0
141	342       -1.96062       -1.47047       0.764766              0
141	343       -1.96675       -1.47506       0.762469              0
141	344       -1.97292       -1.47969       0.760157              0
141	345       -1.97912       -1.48434        0.75783              0
141	346       -1.98536       -1.48902       0.755489              0
141	347       -1.99164       -1.49373       0.753133              0
141	348       -1.99797       -1.49848       0.750762              0
141	349       -2.00433       -1.50325       0.748376              0
141	350       -2.01073       -1.50805       0.745975              0
141	351       -2.01718       -1.51288       0.743558              0
141	352       -2.02366       -1.51775       0.741126              0
141	353       -2.05415       -1.54061       0.729693              0
141	354       -2.08557       -1.56418       0.717911              0
141	355       -2.11797       -1.58847       0.705763              0
141	356       -2.15138       -1.61354       0.693231              0
141	357       -2.18587       -1.63941       0.680297              0
141	358       -2.22149       -1.66612       0.666942              0
141	359       -2.25828       -1.69371       0.653145              0
142	280       -2.28218       -1.71164       0.644182              0
142	281       -2.24115       -1.68086       0.659568              0
142	282       -2.20157       -1.65118        0.67441              0
142	283       -2.16337       -1.62253       0.688737              0
142	284       -2.12647       -1.59485       0.702576              0
142	285        -2.0908        -1.5681        0.71595              0
142	286       -2.05631       -1.54223       0.728883              0
142	287       -2.02294       -1.51721       0.741396              0
142	288       -1.99064       -1.49298       0.753509              0
142	289       -1.98415       -1.48811       0.755943              0
142	290       -1.97771       -1.48328        0.75836              0
142	291        -1.9713       -1.47848       0.760762              0
142	292       -1.96494        -1.4737       0.763148              0
142	293       -1.95862       -1.46896       0.765519              0
142	294       -1.95234       -1.46425       0.767874              0
142	295       -1.94609       -1.45957       0.770215              0
142	296       -1.93989       -1.45492       0.772541              0
142	297       -1.93373        -1.4503       0.774851              0
142	298       -1.92761        -1.4457       0.777148              0
142	299       -1.92152       -1.44114       0.779429              0
142	300       -1.91548       -1.43661       0.781697              0
142	301       -1.90947        -1.4321        0.78395              0
142	302        -1.9035       -1.42762       0.786189              0
142	303       -1.89756       -1.42317       0.788414              0
142	304       -1.89167       -1.41875       0.790625              0
142	305       -1.88581       -1.41435       0.792823              0
142	306       -1.87998       -1.40999       0.795007              0
142	307       -1.87419       -1.40564       0.797178              0
142	308       -1.86844       -1.40133       0.799335              0
142	309       -1.86272       -1.39704       0.801479              0
142	310       -1.85704       -1.39278        0.80361              0
142	311       -1.85139       -1.38854       0.805728              0
142	312       -1.84578       -1.38433       0.807833              0
142	313        -1.8402       -1.38015       0.809925              0
142	314       -1.83465       -1.37599       0.812005              0
142	315       -1.82914       -1.37186       0.814072              0
142	316       -1.82366       -1.36775       0.816127              0
142	317       -1.81821       -1.36366        0.81817              0
142	318        -1.8128        -1.3596       0.820201              0
142	319       -1.80742       -1.35556       0.822219              0
142	320       -1.80207       -1.35155       0.824225              0
142	321       -1.80725       -1.35544        0.82228              0
142	322       -1.81247       -1.35935       0.820323              0
142	323       -1.81772       -1.36329       0.818355              0
142	324         -1.823       -1.36725       0.816376              0
142	325       -1.82831       -1.37123       0.814385              0
142	326       -1.83365       -1.37524       0.812382              0
142	327       -1.83902       -1.37926       0.810368              0
142	328       -1.84442       -1.38332       0.808341              0
142	329       -1.84986       -1.38739       0.806303              0
142	330       -1.85533       -1.39149       0.804253              0
142	331       -1.86082       -1.39562       0.802191              0
142	332       -1.86636       -1.39977       0.800116              0
142	333       -1.87192       -1.40394       0.798029              0
142	334       -1.87752       -1.40814        0.79593              0
142	335       -1.88315       -1.41236       0.793818              0
142	336       -1.88882       -1.41661       0.791693              0
142	337       -1.89452       -1.42089       0.789555              0
142	338       -1.90025       -1.42519       0.787405              0
142	339       -1.90602       -1.42952       0.785241              0
142	340       -1.91183       -1.43387       0.783064              0
142	341       -1.91767       -1.43825       0.780874              0
142	342       -1.92355       -1.44266        0.77867              0
142	343       -1.92946       -1.44709       0.776453              0
142	344       -1.93541       -1.45155       0.774223              0
142	345       -1.94139       -1.45604       0.771978              0
142	346       -1.94741       -1.46056        0.76972              0
142	347       -1.95347       -1.46511       0.767447              0
142	348       -1.95957       -1.46968       0.765161              0
142	349       -1.96571       -1.47428        0.76286              0
142	350       -1.97188       -1.47891       0.760544              0
142	351        -1.9781       -1.48357       0.758214              0
142	352       -1.98435       -1.48826       0.755869              0
142	353       -1.99064       -1.49298        0.75351              0
142	354        -2.0193       -1.51448       0.742761              0
142	355        -2.0488        -1.5366       0.731699              0
142	356       -2.07918       -1.55938       0.720309              0
142	357       -2.11047       -1.58285       0.708575              0
142	358       -2.14271       -1.60703       0.696484              0
142	359       -2.17595       -1.63197       0.684017              0
142	360       -2.21025       -1.65769       0.671157              0
142	361       -2.24564       -1.68423       0.657886              0
142	362       -2.28218       -1.71164       0.644182              0
143	278       -2.30659       -1.72994       0.635028              0
143	279       -2.26195       -1.69646       0.651769              0
143	280         -2.219       -1.66425       0.667874              0
143	281       -2.17766       -1.63324       0.683379              0
143	282       -2.13782       -1.60337       0.698317              0
143	283       -2.09942       -1.57456       0.712718              0
143	284       -2.06237       -1.54678       0.726611              0
143	285       -2.02661       -1.51996       0.740022              0
143	286       -1.99207       -1.49405       0.752975              0
143	287       -1.95868       -1.46901       0.765495              0
143	288       -1.95239       -1.46429       0.767854              0
143	289       -1.94614        -1.4596       0.770199              0
143	290       -1.93993       -1.45494       0.772528              0
143	291       -1.93375       -1.45032       0.774842              0
143	292       -1.92762       -1.44572       0.777142              0
143	293       -1.92153       -1.44115       0.779427              0
143	294       -1.91547        -1.4366       0.781698              0
143	295       -1.90945       -1.43209       0.783955              0
143	296       -1.90347       -1.42761       0.786197              0
143	297       -1.89753       -1.42315       0.788425              0
143	298       -1.89163       -1.41872        0.79064              0
143	299       -1.88576       -1.41432       0.792841              0
143	300       -1.87993       -1.40994       0.795028              0
143	301       -1.87413        -1.4056       0.797201              0
143	302       -1.86837       -1.40128       0.799362              0
143	303       -1.86264       -1.39698       0.801509              0
143	304       -1.85695       -1.39271       0.803643              0
143	305        -1.8513       -1.38847       0.805764              0
143	306       -1.84567       -1.38426       0.807872              0
143	307       -1.84009       -1.38007       0.809967              0
143	308       -1.83453        -1.3759        0.81205              0
143	309       -1.82901       -1.37176        0.81412              0
143	310       -1.82353       -1.36764       0.816178              0
143	311       -1.81807       -1.36355       0.818223              0
143	312       -1.81265       -1.35949       0.820256              0
143	313       -1.80726       -1.35545       0.822277              0
143	314        -1.8019       -1.35143       0.824287              0
143	315       -1.79658       -1.34743       0.826284              0
143	316       -1.79128       -1.34346       0.828269              0
143	317       -1.78602       -1.33951       0.830243              0
143	318       -1.78079       -1.33559       0.832205              0
143	319       -1.77558       -1.33169       0.834156              0
143	320       -1.77041       -1.32781       0.836096              0
143	321       -1.77543       -1.33157       0.834213              0
143	322       -1.78048       -1.33536        0.83232              0
143	323       -1.78556       -1.33917       0.830417              0
143	324       -1.79066         -1.343       0.828502              0
143	325        -1.7958       -1.34685       0.826577              0
143	326       -1.80096       -1.35072        0.82464              0
143	327       -1.80615       -1.35462       0.822692              0
143	328       -1.81138       -1.35853       0.820733              0
143	329       -1.81663       -1.36248       0.818762              0
143	330       -1.82192       -1.36644       0.816781              0
143	331       -1.82723       -1.37043       0.814787              0
143	332       -1.83258       -1.37444       0.812782              0
143	333       -1.83796       -1.37847       0.810765              0
143	334       -1.84337       -1.38253       0.808736              0
143	335       -1.84881       -1.38661       0.806695              0
143	336       -1.85429       -1.39071       0.804643              0
143	337       -1.85979       -1.39485       0.802577              0
143	338       -1.86533         -1.399         0.8005              0
143	339       -1.87091       -1.40318        0.79841              0
143	340       -1.87651       -1.40738       0.796308              0
143	341       -1.88215       -1.41161       0.794193              0
143	342       -1.88783       -1.41587       0.792065              0
143	343       -1.89353       -1.42015       0.789925              0
143	344       -1.89928       -1.42446       0.787771              0
143	345       -1.90505       -1.42879       0.785605              0
143	346       -1.91087       -1.43315       0.783425              0
143	347       -1.91672       -1.43754       0.781232              0
143	348        -1.9226       -1.44195       0.779025              0
143	349       -1.92852       -1.44639       0.776805              0
143	350       -1.93448       -1.45086       0.774571              0
143	351       -1.94047       -1.45535       0.772323              0
143	352        -1.9465       -1.45988       0.770061              0
143	353       -1.95257       -1.46443       0.767785              0
143	354       -1.95868       -1.46901       0.765495              0
143	355       -1.98868       -1.49151       0.754247              0
143	356        -2.0196        -1.5147       0.742648              0
143	357       -2.05151       -1.53863       0.730683              0
143	358       -2.08444       -1.56333       0.718334              0
143	359       -2.11845       -1.58883       0.705583              0
143	360       -2.15358       -1.61518       0.692408              0
143	361        -2.1899       -1.64242       0.678789              0
143	362       -2.22746        -1.6706       0.664702              0
143	363       -2.26634       -1.69975       0.650124              0
143	364       -2.30659       -1.72994       0.635028              0
144	275       -2.33153       -1.74865       0.625676              0
144	276       -2.28796       -1.71597       0.642015              0
144	277       -2.24599       -1.68449       0.657754              0
144	278       -2.20553       -1.65415       0.672926              0
144	279        -2.1665       -1.62488       0.687561              0
144	280       -2.12884       -1.59663       0.701687              0
144	281       -2.09245       -1.56934        0.71533              0
144	282       -2.05729       -1.54297       0.728515              0
144	283        -2.0233       -1.51747       0.741264              0
144	284        -1.9904        -1.4928       0.753598              0
144	285       -1.95857       -1.46892       0.765538              0
144	286       -1.92773        -1.4458       0.777102              0
144	287       -1.92163       -1.44122       0.779391              0
144	288       -1.91556       -1.43667       0.781665              0
144	289       -1.90953       -1.43215       0.783925              0
144	290       -1.90355       -1.42766        0.78617              0
144	291       -1.89759        -1.4232       0.788402              0
144	292       -1.89168       -1.41876        0.79062              0
144	293        -1.8858       -1.41435       0.792824              0
144	294       -1.87996       -1.40997       0.795014              0
144	295       -1.87416       -1.40562       0.797191              0
144	296       -1.86839       -1.40129       0.799354              0
144	297       -1.86265       -1.39699       0.801505              0
144	298       -1.85696       -1.39272       0.803642              0
144	299       -1.85129       -1.38847       0.805766              0
144	300       -1.84566       -1.38425       0.807877              0
144	301       -1.84007       -1.38005       0.809975              0
144	302       -1.83451       -1.37588        0.81206              0
144	303       -1.82898       -1.37173       0.814133              0
144	304       -1.82348       -1.36761       0.816194              0
144	305       -1.81802       -1.36352       0.818242              0
144	306       -1.81259       -1.35944       0.820278              0
144	307        -1.8072        -1.3554       0.822302              0
144	308       -1.80183       -1.35137       0.824314              0
144	309        -1.7965       -1.34737       0.826313              0
144	310        -1.7912        -1.3434       0.828302              0
144	311       -1.78593       -1.33944       0.830278              0
144	312       -1.78069       -1.33551       0.832243              0
144	313       -1.77548       -1.33161       0.834196              0
144	314        -1.7703       -1.32772       0.836138              0
144	315       -1.76515       -1.32386       0.838069              0
144	316       -1.76003       -1.32002       0.839988              0
144	317       -1.75494       -1.31621       0.841896              0
144	318       -1.74988       -1.31241       0.843794              0
144	319       -1.74485       -1.30864        0.84568              0
144	320       -1.73985       -1.30489       0.847556              0
