0	  -5.53777e-008              1            1.5              1
1	       0.248639       0.967183            1.5              1
2	       0.502722       0.870556            1.5              1
3	       0.705989       0.719234            1.5              1
4	       0.862069       0.511395            1.5              1
5	       0.963703       0.261623            1.5              1
6	              1    -0.00273473            1.5              1
7	       0.965517        -0.2598            1.5              1
8	       0.869329      -0.498633            1.5              1
9	       0.711434      -0.701003            1.5              1
10	       0.497278      -0.868733            1.5              1
11	       0.255898       -0.97083            1.5              1
12	  -5.53777e-008             -1            1.5              1
13	       0.240167       0.967183        1.43565              1
14	       0.485593       0.870556        1.36989              1
15	       0.681933       0.719234        1.31728              1
16	       0.832695       0.511395        1.27688              1
17	       0.930865       0.261623        1.25058              1
18	       0.965926    -0.00273473        1.24118              1
19	       0.932618        -0.2598        1.25011              1
20	       0.839707      -0.498633          1.275              1
21	       0.687192      -0.701003        1.31587              1
22	       0.480333      -0.868733        1.37129              1
23	       0.247179       -0.97083        1.43377              1
24	       0.215328       0.967183        1.37568              1
25	        0.43537       0.870556        1.24864              1
26	       0.611405       0.719234          1.147              1
27	       0.746574       0.511395        1.06896              1
28	       0.834591       0.261623        1.01815              1
29	       0.866026    -0.00273473              1              1
30	       0.836163        -0.2598        1.01724              1
31	       0.752861      -0.498633        1.06534              1
32	        0.61612      -0.701003        1.14428              1
33	       0.430655      -0.868733        1.25136              1
34	       0.221614       -0.97083        1.37205              1
35	       0.175814       0.967183        1.32419              1
36	       0.355478       0.870556        1.14452              1
37	        0.49921       0.719234        1.00079              1
38	       0.256721       0.287163      -0.123678              1
39	       0.312183       0.159807      -0.222773              1
40	       0.334427    -0.00172445      -0.262517              1
41	       0.313262      -0.158943        -0.2247              1
42	       0.260384      -0.281621      -0.130222              1
43	        0.50306      -0.701003        0.99694              1
44	       0.351628      -0.868733        1.14837              1
45	       0.180947       -0.97083        1.31905              1
46	       0.124319       0.967183        1.28467              1
47	       0.251361       0.870556        1.06463              1
48	       0.148969       0.404703      -0.126002              1
49	       0.214538        0.33938      -0.328915              1
50	       0.271554       0.196588      -0.505362              1
51	       0.295754    -0.00215678      -0.580253              1
52	       0.272709      -0.195681      -0.508939              1
53	       0.218164      -0.333695       -0.34014              1
54	       0.150919      -0.396549      -0.132035              1
55	       0.248639      -0.868733        1.06934              1
56	       0.127949       -0.97083        1.27839              1
57	      0.0643524       0.967183        1.25983              1
58	       0.130114       0.870556        1.01441              1
59	      0.0837598       0.439594      -0.223511              1
60	       0.125385       0.383179       -0.50107              1
61	       0.164344       0.229843      -0.760857              1
62	        0.18173    -0.00256018      -0.876784              1
63	       0.165163      -0.228946      -0.766313              1
64	       0.127784      -0.377585      -0.517065              1
65	      0.0849523      -0.431223       -0.23146              1
66	       0.128705      -0.868733        1.01967              1
67	      0.0662313       -0.97083        1.25282              1
68	  -9.58861e-008       0.967183        1.25136              1
69	  -1.37282e-007       0.870556       0.997278              1
70	  -8.04663e-008       0.452912      -0.260732              1
71	  -8.04663e-008       0.400823       -0.57042              1
72	  -1.75834e-007       0.243916      -0.868983              1
73	  -1.75834e-007     -0.0027347       -1.00503              1
74	  -1.75834e-007      -0.243039      -0.875344              1
75	  -8.04663e-008      -0.395319      -0.588555              1
76	  -8.04663e-008       -0.44448      -0.269472              1
77	  -1.36395e-007      -0.868733        1.00272              1
78	  -9.70688e-008       -0.97083         1.2441              1
79	     -0.0643526       0.967183        1.25983              1
80	      -0.130114       0.870556        1.01441              1
81	     -0.0837602       0.439594      -0.223511              1
82	      -0.125385       0.383179       -0.50107              1
83	      -0.164345       0.229843      -0.760857              1
84	       -0.18173    -0.00256018      -0.876784              1
85	      -0.165163      -0.228946      -0.766313              1
86	      -0.127784      -0.377585      -0.517065              1
87	     -0.0849522      -0.431223       -0.23146              1
88	      -0.128705      -0.868733        1.01967              1
89	     -0.0662315       -0.97083        1.25282              1
90	       -0.12432       0.967183        1.28467              1
91	      -0.251361       0.870556        1.06463              1
92	      -0.148969       0.404703      -0.126002              1
93	      -0.214537        0.33938      -0.328915              1
94	      -0.271554       0.196588      -0.505362              1
95	      -0.295753    -0.00215678      -0.580251              1
96	      -0.272709      -0.195681      -0.508939              1
97	      -0.218165      -0.333695       -0.34014              1
98	      -0.150919      -0.396549      -0.132035              1
99	      -0.248639      -0.868733        1.06934              1
100	      -0.127949       -0.97083        1.27839              1
101	      -0.175814       0.967183        1.32419              1
102	      -0.355479       0.870556        1.14452              1
103	       -0.49921       0.719234        1.00079              1
104	      -0.256721       0.287163      -0.123678              1
105	      -0.312183       0.159807      -0.222771              1
